user_id,interests,num_enrolled,num_rated,enrolled_course_indices,enrolled_course_names,ratings
cam_ml_43,principle|software-development,12,5,3242|1420|1419|1893|2448|3042|1023|747|1092|1132|930|1851,"An Introduction to Interactive Programming in Python (Part 2)|Project: Creating Your First C++ Application|Build a Guessing Game Application using Java|Intermediate Intel� Distribution of OpenVINO� toolkit for Deep Learning Applications|The Raspberry Pi Platform and Python Programming for the Raspberry Pi|Functional Programming Principles in Scala|Service-Oriented Architecture|Python Functions, Files, and Dictionaries|Religions and Society in China|Abstraction, Problem Decomposition, and Functions|Principles of Computing (Part 1)|Light Up Your World in Unity (Introduction to Lighting)",930:3|1851:5|3042:4|1420:5|1132:5
mike_biz_44,social-sciences|environmental-science-and-sustainability,17,6,297|1505|2258|2796|1405|901|1719|780|293|1904|2018|1285|2266|1720|1020|3303|2919,"Economic Growth and Distributive Justice Part I -The Role of the State|Introduction to GIS Mapping|American Contract Law II|The Power of Microeconomics: Economic Principles in the Real World|Microeconomics Principles|Enhancing Communication with Remind|Property and Liability: An Introduction to Law and Economics|ADHD: Everyday Strategies for Elementary Students|Doping : Sports, Organizations and Sciences|Understanding economic policymaking|Qualitative Comparative Analysis (QCA)|Academic Skills for University Success: Capstone|Public Policy Challenges of the 21st Century|Economics of Money and Banking|Teacher SEL: Programs, Possibilities, and Contexts|Classical Sociological Theory|GIS Data Formats, Design and Quality",1904:4|901:5|2796:4|3303:4|2266:5|780:5
ivan_io_45,international,9,6,2902|1341|1150|3354|413|2669|3289|2531|2263,"Cross-border road transport in EU law context|The Emergence of the Modern Middle East - Part I|International Humanitarian Law in Theory and Practice|Public Health in Humanitarian Crises 2|Global Health Security, Solidarity and Sustainability through the International Health Regulations|Understanding Korean Politics|Heritage under Threat|Build an App in Android Studio using Resources|Politics and Economics of International Energy",1150:5|2531:3|2902:5|3354:5|2263:4|1341:4
eli_edu_46,sales|materials,14,9,2428|500|416|1197|2761|2700|258|3134|2512|375|2662|1653|2318|601,Business Implications of AI: Full course|Front-End JavaScript Frameworks: Angular|Material Processing|MOOC: How to make a MOOC?|Ferrous Technology I|Lesson | Organize Your Pitch|Sales Training: Techniques for a Human-Centric Sales Process|Aboriginal Worldviews and Education|Foundations for Interviewing with Confidence|TensorFlow for CNNs: Transfer Learning|Sustainability through Soccer: Systems-Thinking in Action|Financial Analysis for Startups|3-Axis Machining with Autodesk Fusion 360|Conduct Sales Projections with Seasonality in Google Sheets,2761:5|3134:5|2512:4|416:4|258:4|500:4|1197:3|375:4|2318:4
grace_ai_47,system,20,8,3475|1521|1616|437|406|791|2826|2919|2051|3108|2054|1671|3183|3062|86|1851|1951|356|1843|235,"Visualizing Citibike Trips with Tableau|Create User Directory and Files with Linux Commands|G Suite Mail Management|Digital Signal Processing 4: Applications|Relational database systems|Essential Epidemiologic Tools for Public Health Practice|Accounting Data Analytics with Python|GIS Data Formats, Design and Quality|Networks and Communications Security|Building Recommendation System Using MXNET on AWS Sagemaker|Think Again II: How to Reason Deductively|Science Matters: Let's Talk About COVID-19|Music as Biology: What We Like to Hear and Why|Global Environmental Management|Project Planning and Machine Learning|Light Up Your World in Unity (Introduction to Lighting)|Battery State-of-Charge (SOC) Estimation|Surveillance Systems: The Building Blocks|Advanced System Security Topics|Matrix Methods",3108:5|2919:4|235:3|437:5|1521:5|1951:3|2826:5|2054:4
jack_pro_48,beginner|cost,18,9,881|3247|3263|408|2535|1743|320|2552|2653|2457|2697|92|1872|2261|201|3093|1858|1800,"Qualitative Data Collection Methods|Paleontology: Early Vertebrate Evolution|Introduction to Thermodynamics: Transferring Energy from Here to There|Sequences, Time Series and Prediction|The Science of Training Young Athletes|Understanding Financial Statements: Company Performance|Command Line in Linux|Develop a Company Website with Wix|Strategic Career Self-Management|Russian for beginners 2. ??????? ???? A1|Excel Skills for Business: Essentials|Create Relational Database Tables Using SQLiteStudio|Advanced Business Strategy|Trauma Emergencies and Care|Introduction to the Arctic: Climate|Style Tables with CSS|Predict Employee Turnover with scikit-learn|Predictive Modelling with Azure Machine Learning Studio",881:5|92:5|3263:4|1743:3|408:5|1858:5|2697:4|1872:5|3247:4
tom_hub_49,social|communication|language,14,7,548|102|2590|101|845|2881|1470|3150|1609|1328|2726|91|2561|780,"Python Programming: A Concise Introduction|Teaching Tips for Tricky English Grammar|Creating Interactive Learning Videos with Edpuzzle|Voice Disorders: What Patients and Professionals Need to Know|Building Your Leadership Skills|Design Thinking for the Greater Good: Innovation in the Social Sector|Getting Started with Essay Writing|Global Impact: Business Ethics|Encouraging Student Growth with Teach Your Monster to Read|Teach English Now! Second Language Listening, Speaking, and Pronunciation|Spanish Vocabulary: Careers and Social Events|Control physics with C# in Unity|Risk governance: Engage the board|ADHD: Everyday Strategies for Elementary Students",2561:4|548:4|2726:4|2881:5|845:4|102:4|91:5
xena_io_50,software-development|electrical,10,6,1503|2857|2949|2326|2283|915|2868|844|3251|1871,Data Structures and Design Patterns for Game Developers|Java Primitive Types to Calculate Expenses|Quantitative Formal Modeling and Worst-Case Performance Analysis|Concurrent Programming in Java|Automated Reasoning: Symbolic Model Checking|Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1)|Blockchain Basics|Rails with Active Record and Action Pack|Starting GUI Programming with JavaFX|Python Basics,2949:5|844:4|915:5|2326:5|1503:3|1871:5
zara_ai_51,medical|sales|conversant,19,9,2077|635|584|3279|1353|3399|851|505|2041|665|1940|2886|3403|3470|3151|2045|646|2518|871,Getting Started with AI using IBM Watson|Exploratory Data Analysis|Effective Altruism|Being a researcher (in Information Science and Technology)|Healthcare Data Literacy|Introduction to CRM with HubSpot|Healthcare Marketplace|On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform|Developing Data Products|Inspiring Leadership through Emotional Intelligence|(Non) Status quo Attitudes with NetLogo|Python for Data Science and AI|Introduction to Web Development|Google Cloud Platform Fundamentals: Core Infrastructure|Sales Pitch and Closing|Predict Sales and Forecast Trends in Google Sheets|Finance for Non-Financial Professionals|Python for Data Science and AI|HPV-Associated Oral and Throat Cancer: What You Need to Know,2041:5|505:3|3279:5|2077:5|2886:4|584:3|2518:5|871:5|851:4
iris_ml_52,education|principle,15,10,1393|718|1928|549|2864|2345|2231|1020|2234|2525|1634|2952|1413|3425|117,"Leadership in Interprofessional Informatics|Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots|Instructional Design Foundations and Applications|My Favorite Lectures @ HKUST|Using Google Forms for Student Success|Principles of fMRI 2|Teach English Now! Theories of Second Language Acquisition|Teacher SEL: Programs, Possibilities, and Contexts|U101: Understanding College and College Life|Career Decisions: From Insight to Impact|ELL Success in the Content Classroom: Capstone Project|Writing and Editing: Drafting|Reasoning Across the Disciplines|Studying at Japanese Universities|Information & Digital Literacy for University Success",2234:5|549:4|718:5|3425:3|1928:5|2952:3|1020:4|1393:5|1634:4|2864:4
aiden_xyz_53,process,19,11,3319|1377|1292|3241|64|1517|1996|427|1309|331|2353|86|2464|578|1249|3334|503|39|1598,"Intro to Digital Manufacturing with Autodesk Fusion 360|Reliable Google Cloud Infrastructure: Design and Process|Introduction to Architecting Smart IoT Devices|Budgeting essentials and development|Japanese for beginners 2|Operations Management: Strategy and Quality Management for the Digital Age|Experimentation for Improvement|Scaling Operations: Linking Strategy and Execution|Research Design: Inquiry and Discovery|Design Thinking and Global Startup|Stochastic processes|Project Planning and Machine Learning|Cybersecurity Policy for Aviation and Internet Infrastructures|Coaching Practices|Nanotechnology: A Maker�s Course|Innovation Through Design: Think, Make, Break, Repeat|Software Processes and Agile Practices|Protecting Business Innovations via Patent|Data Analytics Foundations for Accountancy II",331:4|1517:5|39:5|2353:3|1249:4|86:5|3241:5|503:4|1309:5|64:4|1377:5
vince_xyz_54,mine|data,6,3,2898|2734|1423|111|1887|3007,Business Analytics Executive Overview|Using Databases with Python|Learn to Code using C# on VS Code|Bayesian Statistics: Mixture Models|Exploratory Data Analysis for Machine Learning|Unordered Data Structures,1423:5|111:5|2734:4
eve_dev_55,accounting,11,5,2297|396|630|3293|2819|3358|113|2823|846|1891|2629,Create a Google Video Ads Sequence Campaign|Introduction to Cost Accounting|Create a Google Ads Search Campaign|Create a Google Ads Display Campaign|Strategically Build and Engage Your Network on LinkedIn|Create a Profile and Network on LinkedIn|Improving Math Engagement with Prodigy|America's Written Constitution|Accounting for Business Decision Making: Measurement and Operational Decisions|Accounting and Finance for IT professionals|Essentials of Entrepreneurship: Thinking & Action,2823:3|396:3|2819:5|2629:5|1891:4
kate_ai_56,philosophy|public-health|totient,19,11,1399|919|3435|66|2289|1092|1413|1258|2777|2681|1673|1027|132|2182|2901|1382|1787|1324|864,Advanced R Programming|Introduction to Complex Analysis|Re-imaging God in Korean Context|Global Disease Masterclass: Global Disease Distribution|Urgent Optimism: How to Turn Foresight into Action|Religions and Society in China|Reasoning Across the Disciplines|Introduction to Programming in Swift 5|Visual Perception and the Brain|Science & Religion 101|Infection Prevention in Nursing Homes|An Introduction to the U.S. Food System: Perspectives from Public Health|Introduction to Acoustics (Part 2)|Excel Skills for Business: Intermediate I|Relativism|Confronting Gender Based Violence: Global Lessons for Healthcare Workers|R Programming|Basic Artificial Neural Networks in Python|Validity and Bias in Epidemiology,66:3|2182:5|2289:4|2777:4|1027:4|1092:4|132:5|1413:5|1324:5|1399:5|2901:3
grace_labs_57,teaching|measurement,11,6,972|2439|1323|2941|549|1062|3106|2161|249|1902|3465,Entrepreneurial Strategic Management|New Learning: Principles and Patterns of Pedagogy|Assessment in Higher Education: Professional Development for Teachers|Foundations of Teaching for Learning: Planning for Teaching and Learning|My Favorite Lectures @ HKUST|Creating a Student Profile in Google Docs|Computational Social Science Capstone Project|Foundations of Teaching for Learning: Curriculum|Create UI in Unity Part 3 - Settings Menu|Uncover the Survey Data Story with Charts in Google Sheets|Artificial Intelligence Data Fairness and Bias,1902:4|249:5|1323:5|1062:4|549:4|3465:5
ivan_hub_58,mine|plan|chain,15,6,2157|933|2361|3108|991|1817|1257|575|2021|3241|380|3222|766|2598|1734,"Mathematics for economists|Implementing Parent Feedback with Google Forms|Fundamentals of Financial Planning, with Goldman Sachs 10,000 Women|Building Recommendation System Using MXNET on AWS Sagemaker|Neural Networks and Deep Learning|Aspectos b�sicos de la planificaci�n y la gesti�n de proyectos|Fundamentals of Global Energy Business|Build A Google Firebase Web App (Part II)|The Business of Cybersecurity Capstone|Budgeting essentials and development|Creating Models using Smartpls|How To Build a Network Topology Using GNS3|Innovating in a Digital World|Business Model Canvas|TensorFlow for AI: Applying Image Convolution",1817:5|1257:5|2361:4|2598:5|3108:5|3222:5
hana_edu_59,thinking|international|media,19,11,482|806|1221|1321|199|2929|415|1988|895|1395|2398|2978|2934|1179|1362|1285|638|1677|2210,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies|Photography Techniques: Light, Content, and Sharing|Refugees in the 21st Century|Use WordPress to Create a Blog for your Business|International Cyber Conflicts|Digital Footprint|Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I)|Digital Transformation|Establishing a Professional �Self� through Effective Intercultural Communication|Statistical Thinking for Industrial Problem Solving, presented by JMP|Strategic Leadership and Management Capstone|The Modern World, Part Two: Global History since 1910|How to Design a Space-Saving Table Using SketchUp|Empowering Yourself in a Post-Truth World|Grow Your Business with Goldman Sachs 10,000 Women|Academic Skills for University Success: Capstone|Introduction to English Common Law|Examine 508 Compliance & Accessibility in Chrome Extensions|Copyright for Multimedia",1988:5|1395:5|1677:4|415:3|2978:5|1362:4|2210:5|2929:5|2934:5|1179:5|895:4
